shc_item_id,shc_item_desc,business_unit,sears_div_nbr,sears_ln_nbr,sears_itm_nbr,unit_cost,starting_price,Abt Electronics,Amazon,Bed Bath and Beyond,BestBuy,Dick s Sporting Goods,Harbor Freight Tools,Home Depot,JC Penney,Kohls,Lowes,Macys,Menards,NordicTrack,Northern Tool,Office Depot,P.C. Richard Son,Staples,Target,ToysRUs,Walmart,Wayfair,hhgregg,min comp price,MR_current
2479866,SETON THE SEA TURTLE 34 PLUSH,TOYS,52,3.0,59889,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2479867,SHAMUS THE TURTLE 27.5 PLUSH,TOYS,52,3.0,5989,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2479868,STARS STRIPES THE BALL 18 PLUSH,TOYS,52,3.0,59890,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2479869,TIGER PAW THE BALL 24 PLUSH,TOYS,52,3.0,59891,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2479870,KODIAK THE HUSKY 17 PLUSH,TOYS,52,3.0,59892,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2479871,MCKINLEY THE HUSKY 11 PLUSH,TOYS,52,3.0,59893,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2479873,MCKINLEY THE HUSKY 35 PLUSH,TOYS,52,3.0,59894,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2479874,BECKETT THE DOG 28 PLUSH,TOYS,52,3.0,59895,46.11,,,40.24,,,,,,,,,,,,,,,,,,,,,40.24,
2479875,RORY THE HOUND 20.5 PLUSH,TOYS,52,3.0,59896,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2479876,RUPERT THE HUSKY 14 PLUSH,TOYS,52,3.0,59897,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2479877,HUDSON THE HUSKY 10.5 PLUSH,TOYS,52,3.0,59898,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2479878,HUDSON THE HUSKY 30 PLUSH,TOYS,52,3.0,59899,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2479879,DONOVAN THE DALMATIAN 10.5 PLUSH,TOYS,52,3.0,5990,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2479880,DONOVAN THE DALMATIAN 36 PLUSH,TOYS,52,3.0,59900,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2479881,PUGSLEY THE PUG 10 PLUSH,TOYS,52,3.0,59901,8.13,,,13.47,,,,,,,,,,,,,,,,,,,,,13.47,
2479882,YUKON THE HUSKY 12.5 PLUSH,TOYS,52,3.0,59902,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2479883,YUKON THE HUSKY 45 PLUSH,TOYS,52,3.0,59903,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2479884,RONDO THE HOUND 37 PLUSH,TOYS,52,3.0,59904,78.68,,,83.37,,,,,,,,,,,,,,,,,,,,,83.37,
2479885,JIFFY THE GIRAFFE 9 PLUSH,TOYS,52,3.0,59905,8.13,,,13.47,,,,,,,,,,,,,,,,,,,,,13.47,
2479886,JIFFY THE GIRAFFE 26.5 PLUSH,TOYS,52,3.0,59906,46.11,,,40.24,,,,,,,,,,,,,,,,,,,,,40.24,
2479887,GERRY THE GIRAFFE 38 PLUSH,TOYS,52,3.0,59907,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2479888,LEXUS THE LION 28.5 PLUSH,TOYS,52,3.0,59908,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2479889,LEOPOLD THE LEOPARD 28.5 PLUSH,TOYS,52,3.0,59909,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2479890,LAMAR THE LION 21 PLUSH,TOYS,52,3.0,5991,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2479891,LAZARUS THE LION 39 PLUSH,TOYS,52,3.0,59910,126.99,,,104.12,,,,,,,,,,,,,,,,,,,,,104.12,
2479892,DUMPLING THE DUCK 25 PLUSH,TOYS,52,3.0,59911,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2479893,COIL THE SNAKE 10 PLUSH,TOYS,52,3.0,59972,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481140,TUTTLE THE TURTLE 43.5 PLUSH,TOYS,52,3.0,59930,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
2481141,SETON THE SEA TURTLE 11 PLUSH,TOYS,52,3.0,59931,12.28,,,17.1,,,,,,,,,,,,,,,,,,,,,17.1,
2481142,KODIAK THE HUSKY 29 PLUSH,TOYS,52,3.0,59932,62.29,,,66.28,,,,,,,,,,,,,,,,,,,,,66.28,
2481145,ZEUS THE HOUND 11.5 PLUSH,TOYS,52,3.0,59934,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481146,ZEUS THE HOUND 25 PLUSH,TOYS,52,3.0,59935,46.11,,,49.07,,,,,,,,,,,,,,,,,,,,,49.07,
2481147,ZEUS THE HOUND 38.5 PLUSH,TOYS,52,3.0,59936,78.68,,,66.05,,,,,,,,,,,,,,,,,,,,,66.05,
2481149,ZEUS THE HOUND 68 PLUSH,TOYS,52,3.0,59937,179.64,,,191.17,,,,,,,,,,,,,,,,,,,,,191.17,
2481150,MCKINLEY THE HUSKY 12 PLUSH,TOYS,52,3.0,59938,14.46,,,19.01,,,,,,,,,,,,,,,,,,,,,19.01,
2481151,MCKINLEY THE HUSKY 29.5 PLUSH,TOYS,52,3.0,59939,62.29,,,60.24,,,,,,,,,,,,,,,,,,,,,60.24,
2481153,BECKETT THE DOG 9.5 PLUSH,TOYS,52,3.0,5994,8.13,,,13.47,,,,,,,,,,,,,,,,,,,,,13.47,
2481155,HUDSON THE HUSKY 15 PLUSH,TOYS,52,3.0,59940,25.92,,,29.03,,,,,,,,,,,,,,,,,,,,,29.03,
2481156,HUDSON THE HUSKY 45 PLUSH,TOYS,52,3.0,59941,126.99,,,135.14,,,,,,,,,,,,,,,,,,,,,135.14,
